name,price
DI LUSSO Premium Sliced Golden Browned Turkey Breast - Grab And Go,$9.99/lb
"Too Good & Co. Yogurt, Zero Sugar, Madagascar Vanilla Flavored",8 / $10.00
"Too Good & Co. Mixed Berry Flavored Lower Sugar, Low Fat Greek Yogurt Cultured Product",8 / $10.00
"So Delicious Dairy Free Key Lime Coconut Milk Yogurt, 5.3 Oz.",$1.88
Oikos Pro Strawberry Yogurt Cultured Ultra-Filtered Milk Product Pack,$5.99
Land O'Frost Bistro Favorites Applewood Smoked Turkey Breast 8 oz,$6.99
"Fresh Express Twisted Caesar Chopped Salad Kit, Enchilada Caesar",$4.29
Oikos REMIX Salted Caramel Nonfat Greek Yogurt with Sea Salt Praline Pretzels,8 / $10.00
Crystal Farms Wisconsin Extra Sharp Cheddar Cheese,$3.39
"International Delight Coffee Creamer, White Chocolate Raspberry, Refrigerated Flavored Creamer",$4.29
"Crystal Farms Cheese, Wisconsin, Extra Sharp Cheddar, Shredded",$3.29
"Butterball All Natural Fresh Ground Turkey, 85% Lean 15% Fat",$3.98
"Malk Oat Malk, Organic, Original",$6.99
"Silk Almond Milk, Vanilla, Dairy Free, Gluten Free, 96 FL OZ Bottle",$4.99
"Silk Greek Style Lemon Coconut Milk Yogurt Alternative, 5.3 Oz. Cup",$2.49
"Silk Soymilk, Chocolate",$4.98
"Crystal Farms Cheese, Havarti",$3.39
"Kalona SuperNatural Organic Cultured Buttermilk, Grass-fed Cows",$3.99
Silk Vanilla Almond Milk 6Pk,$9.99
Dannon Light + Fit REMIX Key Lime Pie Nonfat Greek Yogurt with Graham Cookies and White Fudge Chunks Mix-Ins,8 / $10.00
"Silk Dark Chocolate Coconut Dairy Free, Almond Milk Yogurt Alternative, Rich and Creamy Plant Based Yogurt",$1.88
"HERDEZ Salsa, Traditional, Medium",$5.99
"Crystal Farms Cheese, Cheddar Jack",$3.39
"Chobani 15G Protein Drink, Zero Added Sugar, Tropical Punch",$1.99
Tyson Frozen Pollo Asado Seasoned Pulled Chicken Breast,$8.99
"John Morrell Franks, Bun Length",$2.49
"Silk Strawberry Dairy Free, Almond Milk Yogurt Alternative, Rich and Creamy Plant Based Yogurt",$1.88
"Silk Protein Almond Milk, Chocolate",$5.69
"Silk Strawberry Dairy Free, Soy Milk Yogurt Alternative, Smooth and Creamy Plant Based Yogurt",$1.88
"Too Good & Co. Coconut Flavored Lower Sugar, Low Fat Greek Yogurt Cultured Product",8 / $10.00
"Silk Yogurt Alternative, Blueberry, Coconutmilk Greek Style",$2.49
Dole Cajun Ranch Chopped Kit,$4.49
"Sargento Fun! Balanced Breaks Mild Cheddar Natural Cheese, Cherries & Berries Natural Flavored Fruit Snacks & Mini CHIPS AHOY! Cookies",$3.98
Carando Sicilian Italian Style Meatballs,$6.99
"Jimmy Dean Frozen Fully Cooked All-Natural Pork Patties, 13Ct",$8.99
Nutpods Almond + Coconut Coffee Cake Creamer 25.4 fl oz,$4.99
"Herdez Salsa, Traditional, Mild",$5.99
"Smithfield Bacon, Hometown Original",$5.99
"Too Good & Co. Blueberry Yogurt-Cultured Low Fat Milk Product, Fruit On The Bottom",8 / $10.00
"International Delight Coffee Creamer, Irish Creme, Refrigerated Flavored Creamer",$4.29
Califia Farms Go Coconuts Coconut Milk,$3.99
Activia 50 Calories Strawberry Banana & Peach Nonfat Yogurt,$7.88
"Silk Almond Milk, Original, Dairy Free, Gluten Free, 96 FL OZ Bottle",$4.99
"Nutpods Creamer, Almond + Coconut, Original",$4.99
"Crystal Farms Cheese Sticks, Pepper Jack 12Ct",$5.49
"Sargento Sweet Balanced Breaks with Monterey Jack Natural Cheese, Dried Cranberries and Caramel Glazed Walnuts, 1.5 oz., 3-Pack",$3.98
"Too Good & Co. Peach Yogurt-Cultured Low Fat Milk Product, Fruit On The Bottom",8 / $10.00
COLUMBUS Sliced Peppered Salame,$6.99
Oikos REMIX Coco Almond Chocolate Coconut Nonfat Greek Yogurt with Honey Praline Almonds and Dark Chocolate Mix-Ins,8 / $10.00
Jones Dairy Farm Extra Thick Dry-Aged Center-Cut Cherrywood Smoked Sliced Bacon,$8.99
"Too Good & Co. Yogurt, Zero Sugar, Peach",8 / $10.00
Activia 50 Calories Strawberry & Blueberry Nonfat Yogurt,$7.88
"Crystal Farms Cheese, Jalapeno & Habanero Jack",$3.39
Sargento Shareables Cheddar & Colby-Jack Sliced Cheese With Ritz Original Crackers,$4.99
"Jimmy Dean Frozen Fully Cooked All-Natural Turkey Patties, 13Ct",$8.99
"Crystal Farms Cheese Sticks, Sharp Cheddar, 12Ct",$5.49
Silk Almondmilk Dark Chocolate Singles 6Pk,$9.99
"Sargento Fun! Balanced Breaks Monterey Jack Natural Cheese, Natural Flavored Mixed Fruit Snacks & TEDDY GRAHAMS Graham Snacks Cocoa, 2 oz., 2 pack",$3.98
"Activia Zero Added Sugar Probiotic Dailies, Peach & Strawberry, 8Pk",$5.99
Silk Almond & Coconut Blend Unsweet,$4.98
"Beyond Meat Beyond Meatballs Italian Style Plant-Based Meatballs 12 ct, 10 oz",$7.99
Dole Italian Blend,$3.98
Cracker Barrel Black Ribbon Slices Vermont Sharp White Cheddar Cheese Slices 8Ct,$4.49
"International Delight Coffee Creamer, Zero Sugar French Vanilla, Refrigerated Flavored Creamer",$4.29
Beyond Chicken Nuggets Plant-Based Nuggets,$6.49
"Too Good & Co. Strawberry Yogurt-Cultured Low Fat Milk Product, Fruit On The Bottom",8 / $10.00
"Malk Almond Creamer, Organic, Vanilla",$7.99
Activia 50 Calories Vanilla Nonfat Yogurt,2 / $6.00
Activia Mixed Berry Probiotic Yogurt,2 / $6.00
Vital Farms Pasture-Raised Large Grade A Eggs 18 ct Carton,$11.99
Hormel Black Label Cherrywood Thick Cut Bacon,$8.49
"Too Good & Co. Yogurt, Zero Sugar, Blueberry",8 / $10.00
Danimals Smoothies Rockin’ Raspberry 6-3.1 Fl Oz,2 / $6.00
Califia Farms Unsweetened Oat Milk Coffee Creamer,$6.39
"Chobani Greek Yogurt Drink, Lowfat, Raspberry Lemonade, Greek",$1.99
Danimals Smoothies Swingin’ Strawberry-Banana 6-3.1 Fl Oz,2 / $6.00
Columbus Peppered Salame,$15.99/lb
"Bob Evans Potatoes, Sour Cream & Chives, Mashed",$4.98
Sargento Shareables White Cheddar & Gouda Sliced Cheese With Triscuit Original Crackers,$4.99
"Silk Almondmilk, Less Sugar, Vanilla",$3.59
Johnsonville Fully Cooked Pork Hot Dogs,$2.99
Marzetti Strawberry Cream Cheese Fruit Dip,$5.99
Roth Dill Havarti Cheese,$6.99
Columbus Hot Sopressata Salame,$15.99/lb
John Morrell Jumbo Franks,2 / $3.00
DI LUSSO Premium Sliced Swiss Cheese Grab and Go,$8.99/lb
Jennie-O Chorizo Seasonings Turkey Sausage,$5.49
Danimals Smoothies Strawberry Explosion Wild Watermelon 12-3.1 Oz,$5.99
The Little Potato Company Little Fingerlings,$4.99
Activia Strawberry and Strawberry Banana Probiotic Yogurt,$7.88
Morningstar Farms Plant Based Chik'N Fries Pringles Original Flavor,$8.49
So Delicious Dairy Free Unsweetened Coconut Milk Beverage,$3.69
Farmland Maple Thick Cut Bacon,$6.99
"Wimmer's Beef Smokies Smoked Sausage, Fully Cooked",$5.99
International Delight Amaretto Creamer,$4.29
"Kalona SuperNatural Organic Whole Milk Plain Kefir, Grass-fed Cows",$6.49
International Delight Reese's Peanut Butter Cups Coffee Creamer,$4.29
MALK Caramel Almond Creamer,$7.99
"Malk Oat Malk, Organic, Vanilla",$6.99
Land O'Frost Bistro Favorites Maple Bourbon Uncured Ham,$6.99
Roth Spinach Artichoke Gouda Cheese,$6.99
"Sargento Frank’s Red Hot, Shredded Cheddar, Colby Jack, & American Cheeses With Cayenne Pepper Seasoning, Traditional Cut",$4.48
Jones Dairy Farm Hickory Smoked Breakfast Ham Slices 6.4 oz,$4.99
"Butterball All Natural Extra Lean Turkey Breast Tenderloins, 98%",$10.99
"Bumble Bee Salad Kit, Chicken, Original",$1.78
Fairlife 2% Reduced Fat Ultra-Filtered Milk,$4.97
Limes,77¢
King's Hawaiian Original Hawaiian Sweet Rolls 12Ct,$3.99
Hy-Vee White Hamburger Buns 8 Count,$2.68
Doritos Party Size! Nacho Cheese Flavored Tortilla Chips,$5.99
Velveeta Chicken Bacon Ranch One Pan Dinner Kit,$3.99
Hy-Vee Hot Dog Buns 8 Count,$2.68
Sara Lee Honey Wheat Bread,$3.49
Mission Carb Balance Soft Taco Flour Tortillas 8Ct,$5.99
Velveeta Original Shells & Cheese,$3.49
Ruffles Original Potato Chips Party Size,$5.99
Old El Paso Original Taco Seasoning Mix,$1.29
Doritos Nacho Cheese Flavored Tortilla Chips,$4.99
Mission Soft Taco Flour Tortillas 10Ct,3 / $5.00
Hy-Vee White Bread,$1.99
"Ball Park White Burger Buns, 8 count, Kosher Hamburger Buns, 15 oz Bag",$2.88
"Ball Park White Hot Dog Buns, 8 count, Kosher Hot Dog Buns, 14 oz Bag",$2.88
HERSHEY'S Milk Chocolate Candy Bars,$7.99
Sara Lee Artesano Original Bread,$3.99
Tostitos Scoops Party Size,$5.99
Hellmann's Real Mayonnaise,$5.98
15 oz On The Border Café Style Fiesta Size Tortilla Chips,$2.98
Tostitos Bite Size Rounds Tortilla Chips Party Size,$5.99
Ruffles Cheddar & Sour Cream Potato Chips Party Size,$5.99
Old Wisconsin Beef Sausage Snack Sticks,$19.99
"Frito Lay Snacks, Classic Mix, 18Ct",$9.98
"Thomas' Original English Muffins, 6 count",$3.49
Sunbelt Bakery Chocolate Chip Chewy Granola Bars 10Ct,$2.99
"Oreo Double Stuf Chocolate Sandwich Cookies, Family Size",$5.49
Rao's Homemade Marinara Sauce,$9.99
Lays Classic Party Size Potato Chips,$5.50
Hy-Vee Garlic Texas Toast 8Ct,$2.99
"Thomas' Plain Bagels, 6 count",$4.99
"Kraft Original Mac & Cheese Macaroni and Cheese Dinner, 5 Pack",$4.99
Hy-Vee Bite Size White Corn Tostados,$2.69
Rotella's Italian Sandwich Bread,$3.99
Doritos Cool Ranch Tortilla Chips Party Size,$5.99
Dot's Homestyle Pretzels,$6.99
Hy-Vee Plain Bagels 5 Count Pre-Split,$2.16
Lays Classic Potato Chips,$3.99
Fritos the Original Corn Chips,$3.29
Sun Chips Harvest Cheddar Flavored Multigrain Snacks,$5.49
"General Mills Honey Nut Cheerios, Gluten Free, Breakfast Cereal",$2.99
Hy-Vee White Cottage Bread,$2.79
Chicken of the Sea Chunk Light Tuna in Water,$1.00
Sara Lee White Whole Grain Bread,$3.79
"Honey Maid Grahams, Honey",$4.68
That's Smart! Granulated Sugar,$3.46
Cheez-It Cheese Crackers Original,$6.99
Mission Large Burrito Flour Tortillas 8Ct,$3.99
Jif Creamy Peanut Butter,$6.99
Sun Chips Garden Salsa Flavored Multigrain Snacks,$5.49
Hy-Vee Original Taco Seasoning Mix,99¢
King's Hawaiian Original Hawaiian Sweet Rolls 24Ct,$7.99
Fritos Scoops Party Size Corn Chips,$5.99
Cheetos Crunchy Party Size!,$5.99
Lay's Wavy Original Party Size Potato Chips,$5.50
Hidden Valley The Original Ranch Dressing,$4.97
"Little Bites Chocolate Chip Muffins, 10 packs, Mini Muffins, 16.5 oz Multipack",$7.99
Pepperidge Farm Goldfish Cheddar Cheese Crackers,$8.99
General Mills Honey Nut Cheerios Giant Size,$6.49
Little Debbie Chocolate Chip Mini Muffins 5Ct Pouches,$3.19
Old Wisconsin Turkey Sausage Snack Sticks,$19.99
Hy-Vee Stone Ground Restaurant Style Tortilla Chips,$4.99
Hy-Vee Extra Virgin Olive Oil,$8.99
Lay's Wavy Original Potato Chips,$3.99
General Mills Cinnamon Toast Crunch,$2.99
Doritos Cool Ranch Flavored Tortilla Chips,$4.99
Heinz Tomato Ketchup,$3.99
Hy-Vee Spaghetti,$1.44
Old El Paso 25% Less Sodium Taco Seasoning Mix,$1.29
"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, Snack Crackers, Family Size",$5.98
"Brownberry Oatnut Bread, 24 oz, Multigrain Bread, Bag",$4.99
Club Crackers Original,$4.99
"Kellogg's Rice Krispies Cereal, Family Size",$5.88
Sunbelt Bakery Fudge Dipped Chocolate Chip Chewy Granola Bars 10-1.13oz,$2.99
"Miracle Whip Mayo-like Dressing, for a Keto and Low Carb Lifestyle",$5.98
Oreo Original Family Size Cookies,$5.49
Knorr Rice Sides Cheddar Broccoli,$1.28
"Maruchan Chicken Flavor Ramen Noodle Soup, 12 Count",$3.99
"Ritz Fresh Stacks Original Crackers, Travel Snacks, 8 Pack",$4.78
Hy-Vee Cut Green Beans,99¢
"Kraft Original Mac & Cheese Macaroni and Cheese Microwaveable Dinner, 4 Pack",$4.99
Heinz Tomato Ketchup,$4.48
"M&M'S Peanut Milk Chocolate Candy, Party Size, 38 oz Bag",$14.99
"Frito Lay Classic Mix, Mega Size",$17.99
Hidden Valley The Original Ranch Dressing,$6.99
Hy-Vee Creamy Peanut Butter,$2.68
Frito Lay Baked & Popped Mix 18 Count,$9.98
"Cinnamon Toast Crunch, Breakfast Cereal, Giant Size",$6.49
Sara Lee Whole Wheat Bread,$3.99
Heinz Tomato Ketchup,$4.67
Pepperidge Farm Farmhouse Sourdough Bread,$4.99
Hy-Vee 100% Whole Wheat Bread,$2.29
HERSHEY'S Milk Chocolate Candy Bar,$1.99
"WELCH'S Fruit Snacks Mixed Fruit, Family Size, 40-0.8 oz",$5.00
Lay's Barbecue Potato Chips,$3.99
"Chomps Original Beef Sticks, Mild 8-1.15 oz",$18.99
Sara Lee Butter Bread,$3.79
Materne GoGo Squeez Applesauce On The Go 12 Count,$8.49
"Frito Lay Snacks, Flavor Mix, 18-1 oz",$9.98
"Ritz Crackers, The Original",$4.78
Mission Super Soft Flour Fajita Tortillas 20Ct,$4.29
Brownberry Whole Wheat Bread,$4.99
"General Mills Cheerios Sweetened Whole Grain Oat Cereal, Gluten Free, Honey Nut, Family Size",$4.99
Cheetos Puffs Party Size!,$5.99
Little Debbie Big Pack Nutty Bars 12 Ct,$5.49
Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar Cheese Crackers,$8.99
Lay's Baked Original Potato Crisps,$5.49
Pepperidge Farm Bakery Classics Soft White Hoagie Rolls With Sesame Seeds 6 Count,$3.99
Hy-Vee Sliced Ripe Olives,$2.49
Hy-Vee Chicken Broth 33% Less Sodium Fat Free Gluten Free,$1.88
Lay's Barbecue Party Size Potato Chips,$5.50
Nature Valley Protein Oats & Honey Granola,$5.49
Oreo Sandwich Cookies,$3.48
Sara Lee Delightful Multi-Grain Bread,$4.99
Hy-Vee Wavy Potato Chips,$2.69
Claussen Kosher Dill Pickle Sandwich Slices,$5.99
Hy-Vee Semi-Sweet Chocolate Baking Chips,$3.99
HORMEL SQUARE TABLE Slow Simmered Beef Roast Au Jus,$9.99
Hy-Vee Traditional Pasta Sauce,$1.99
Pringles Potato Crisps Chips Original,$2.29
Nestle Toll House Semi Sweet Chocolate Chips,$4.68
"Hy-Vee Cashews Whole Nuts, Lightly Salted",$14.99
Skippy Creamy Peanut Butter,$6.98
Hy-Vee Whole Kernel Golden Corn,99¢
"Old El Paso Stand 'n Stuff Taco Shells, 10 count",$2.49
General Mills Reese's Peanut Butter Puffs Cereal,$2.99
Prego Traditional Pasta Sauce,$1.99
Mott's Medleys Assorted Fruit Flavored Snacks 40-0.8 oz Pouches,$8.79
That's Smart! White Distilled Vinegar,$3.94
Spice World Minced Garlic 8 oz,$3.99
Campbell's Cream of Chicken Condensed Soup,$1.44
General Mills Rice Chex Gluten Free Cereal,$5.49
Smartfood White Cheddar Popcorn Party Size,$5.99
Lay's Sour Cream & Onion Potato Chips,$3.99
Village Hearth Cottage Bread,$3.59
Kraft Original Mac & Cheese Macaroni and Cheese Dinner,$1.24
Hy-Vee Garlic Bread Sticks 6Ct,$2.99
Entenmann's Little Bites Chocolate Chip Muffins,$2.99
Hy-Vee Hawaiian Hamburger Buns 8Ct,$2.99
"Dave's Killer Bread 21 Whole Grains and Seeds, Whole Grain Organic Bread",$5.99
General Mills Lucky Charms with Magical Unicorn Cereal,$2.99
Hershey's Chocolate Syrup,$3.99
"Frito Lay Snacks, Family Fun Mix, 18Ct",$9.98
Lay's Kettle Cooked Potato Chips Original,$3.99
Rana 5 Cheese Tortellini,$7.99
Hy-Vee Pure Granulated Cane Sugar,$3.69
Bertolli Alfredo Sauce,$4.29
Knorr Rice Sides Chicken Long Grain Rice and Vermicelli Pasta Blend,$1.28
HORMEL SQUARE TABLE Slow Simmered Beef Tips and Gravy,$9.99
Oreo Double Stuf Chocolate Sandwich Cookies,$3.48
Heinz Tomato Ketchup,$11.99
Tostitos Bite Size Rounds Tortilla Chips,$4.99
Tostitos Cantina Thin & Crispy Party Size Tortilla Chips,$5.99
Pepperidge Farm Swirl Raisin Cinnamon Bread,$3.68
Jif Creamy Peanut Butter,$3.28
Hy-Vee Elbow Macaroni,$1.44
Town House Oven Baked Crackers Original,$3.99
Hy-Vee Hamburger Dill Slices Pickles,$2.89
Knorr Pasta Sides Cheddar Broccoli Fusilli,$1.28
Annie's Shells & White Cheddar Macaroni & Cheese,2 / $3.00
Hy-Vee Extra Virgin Olive Oil,$19.99
St. Pierre Pre-Sliced Brioche Burger Buns 4ct,$5.99
"M&M'S Peanut Butter Milk Chocolate Candy, Party Size, 34 oz Bag",$14.99
Hy-Vee Black Beans,99¢
Jif Natural Creamy Peanut Butter Spread – Contains 90% Peanuts,$6.99
"Kellogg's Original Frosted Mini Wheats, Family Size",$5.88
"General Mills Cinnamon Toast Crunch Cereal, Family Size",$4.99
Hy-Vee Blueberry Bagels 5 Count Pre-Split,$2.16
Wonder Classic Hot Dog Buns 8Ct,$2.99
Pepperidge Farm Goldfish Cheddar Baked Snack Crackers,$2.99
Fritos Chili Cheese Flavored Corn Chips,$3.29
"Ready Rice Jasmine Rice, Easy Dinner Side",$2.49
General Mills Cheerios Giant Size Cereal,$6.49
"Frito Lay Snacks, Mix Flavor, Mega Size, 42Ct",$17.99
"Mission Carb Balance Flour Burrito Tortilla Wraps, Super Soft, 6Ct",$5.49
Hy-Vee Sliced Ripe Olives,$1.99
Campbell's Cream of Mushroom Condensed Soup,$1.44
Anderson Erickson French Onion Dip,2 / $3.00
Hostess Donettes Powdered Mini Donuts,$2.88
Cheetos Crunchy Cheese Flavored Snacks,$3.29
Skippy Creamy Peanut Butter,$2.98
Sunbelt Bakery Peanut Butter Chocolate Chip Chewy Granola Bars 10,$2.99
"Doritos Tortilla Chips, Nacho Cheese Flavored 10-1 oz",$5.98
"Dave's Killer Bread 21 Whole Grains & Seeds Thin-Sliced, Whole Grain Organic Bread",$4.99
"Velveeta Shells & Cheese Original Microwavable Shell Pasta & Cheese Sauce, 4 Pack",$4.99
Master English Muffin Toasting Bread,$3.99
Minute White Rice,$5.98
Bush's Original Baked Beans,$2.99
Hy-Vee Mandarin Oranges in Light Syrup,$2.59
Hy-Vee 5 Cheese Texas Toast 8 Slices,$3.98
Nabisco Flavor Originals Chicken In A Biskit Baked Snack Crackers Family Size,$5.98
Bertolli Rich Taste Original Extra Virgin Olive Oil,$8.47
Brownberry 12 Grain Bread,$4.99
"REESE'S Milk Chocolate Peanut Butter Cups, Candy Pack",$1.99
Hy-Vee Split Top Wheat Bread,$2.69
Hy-Vee Mayonnaise,$3.98
Hy-Vee 25% Less Sodium Taco Seasoning Mix,99¢
Hy-Vee Large Pitted Ripe Olives,$2.29
Hy-Vee Mini Semi-Sweet Chocolate Baking Chips,$3.99
Snack Factory Pretzel Crisps Original Deli Style,$5.48
Ruffles Baked Cheddar & Sour Cream Potato Crisps,$5.49
"Old El Paso Crunchy Taco Shells, 12 count",$2.49
Hy-Vee Mild Thick & Chunky Salsa,$1.59
"Snack Cakes, Little Debbie Big Pack COSMIC Brownies",$5.49
Hy-Vee Rotini Pasta,$1.44
Pop-Tarts Toaster Pastries Frosted Brown Sugar Cinnamon 12 Count,$4.99
Little Debbie Nutty Buddy Bars 12Ct,$2.79
Claussen Kosher Dill Pickle Spears,$5.99
Rice Krispies Treats Crispy Marshmallow Squares Original 40 Count,$10.98
Ruffles Original Potato Chips,$5.49
Kraft Jet-Puffed Marshmallows,$1.98
Ro*Tel Original Diced Tomatoes & Green Chilies,$1.49
"General Mills Lucky Charms Breakfast Cereal, Giant Size",$6.49
"REESE'S Milk Chocolate Snack Size Peanut Butter Cups, Candy Bag",$5.49
Hellmann's Real Mayonnaise,$5.99
"Quaker Life Original Multigrain Cereal, Large Size",$4.98
"Ritz Fresh Stacks Original Crackers, Travel Snacks, Family Size, 12 Packs",$5.98
Minute White Rice,$4.28
"Triscuit Original Whole Grain Wheat Crackers, Family Size",$5.98
"Pillsbury Cream Cheese Icing Cinnamon Rolls, 8 count",2 / $6.00
Kraft Cool Whip Original Whipped Topping,$1.99
"Dave's Killer Bread White Bread Done Right, Artisan-Style Organic White Bread",$5.99
Olive Garden Signature Italian Dressing,$4.98
"General Mills Cheerios Oat Cereal, Toasted Whole Grain, Family Size",$5.49
Tostitos Restaurant Style Tortilla Chips Party Size,$5.99
Velveeta Shells & Cheese Original Shell Pasta & Cheese Sauce Meal,$7.99
Pringles Potato Crisps Chips Sour Cream and Onion,2 / $4.00
GoGo SqueeZ Fruit On The Go Applesauce Variety 20 Pack,$12.99
Knorr Rice Sides Spanish Rice,$1.28
Skippy Natural Creamy Peanut Butter Spread,$6.98
"Nature Valley Sweet & Salty Nut Dark Chocolate, Peanut & Almond Chewy Granola Bars, 1.2 oz, 6 count",$3.99
Hy-Vee Original Hummus,$4.29
Hy-Vee Chunk Light Tuna in Water Free-School Caught,89¢
Hy-Vee Select 100% Pure Maple Syrup,$21.99
Lunchables Ham & American Cracker Stackers with Chocolate Creme Cookies Snack Kit,$1.99
Duke's Real Mayonnaise Smooth & Creamy,$4.98
Hy-Vee Vegetable Oil,$4.48
Little Debbie Individually Wrapped Oatmeal Creme Pies 12Ct,$2.79
Van Camp's Pork & Beans,98¢
"Thomas' Light Multi-Grain English Muffins, 6 count",$3.49
Hy-Vee Crumbled Bacon Pieces,$3.19
Quaker Oats Old Fashioned Oatmeal,$5.99
"SNICKERS Original Chocolate Candy Bars, Fun Size, 10.59oz Bag",2 / $9.00
"Kellogg's Frosted Flakes Breakfast Cereal, Giant Size",$6.48
Heinz Simply Tomato Ketchup,$5.68
King's Hawaiian Sweet Hamburger Buns 8Ct,$3.99
"Kellogg's Raisin Bran Crunch Original Cereal, Family Size",$5.88
"The Rustik Oven Sourdough Bread, 16 oz, Plain Sourdough Bread, Bag",$4.99
Panera Bread Mac & Cheese,$8.49
Wonder Classic White Bread,$3.19
"Mott's No Sugar Added Applesauce, 20 Pack",$12.98
"TWIZZLERS Twists Strawberry Flavored Licorice Style, Low Fat Candy Bag",$3.49
Hy-Vee Pretzel Sticks,$2.79
Tostitos Queso Blanco Medium Dip,$3.99
Rold Gold Tiny Twists Original Pretzels,$3.99
Lay's Kettle Cooked Mesquite Barbecue Potato Chips,$3.99
Hy-Vee Select 100% Pure Maple Syrup,$6.99
Sunbelt Bakery Chocolate Chip Chewy Granola Bars Value Pack 15ct,$4.99
"Ritz Cracker Sandwiches, Peanut Butter, 8 Pack",$3.98
Orville Redenbacher's Movie Theater Butter Flavored Microwave Popcorn,$4.98
Hy-Vee Clover Honey,$4.99
"Premium Saltine Crackers, Original",$3.99
Little Debbie Swiss Rolls - 12Ct,$2.79
Pillsbury Classic Pizza Crust,$3.99
Hy-Vee Wide Egg Noodles,$3.19
Simply Cheetos Puffs White Cheddar,$3.49
"Nature's Own Bread, Enriched, Honey Wheat",$3.69
Hy-Vee Kettle Cooked Original Potato Chips,$2.99
Maruchan Yakisoba Teriyaki Beef,$1.29
SkinnyPop Gluten Free Popcorn 4.4 oz,$4.48
Classico Creamy Alfredo Pasta Sauce,$3.99
StarKist Chunk Light Tuna in Water,$1.14
Lays Kettle Cooked Sea Salt and Vinegar Potato Chips,$3.99
"Pillsbury Grands! Southern Homestyle Buttermilk Big Biscuits, 8 count",2 / $6.00
Maruchan Bowl Chicken Flavor Ramen Noodle Soup,$1.29
Nutella Hazelnut Spread,$9.99
Bays Original English Muffins,$3.98
GM Fruit Gushers Strawberry Splash and Tropical Flavors 20-.8 oz Pouches,$8.79
Fritos Flavor Twists Honey BBQ Flavored Corn Snacks,$3.29
"M&M'S Milk Chocolate Candy, Family Size, 18 oz Bag",$8.99
Tostitos Restaurant Style Hint of Lime Tortilla Chips,$4.99
Hy-Vee Original Macaroni & Cheese Dinner,99¢
Lay's Cheddar & Sour Cream Flavored Potato Chips,$3.99
Mission Carb Balance Soft Taco Size Whole Wheat Tortillas 8Ct,$5.99
"Quaker Chewy Chocolate Chip Granola Bars 18-0.84 oz Bars, Value Pack",$5.99
Tostitos Brand Medium Salsa Con Queso Dip,$3.99
Hy-Vee Chunk Chicken Breast in Water 2-10 oz Cans,$7.99
Rao’s Homemade Tomato Basil Sauce,$9.99
Campbell's SpaghettiOs Meatballs,$1.49
"Pillsbury Grands! Flaky Layers Butter Tastin' Big Biscuits, 8 count",2 / $6.00
Nutri-Grain Breakfast Bars Strawberry 8 Count,$3.99
Hy-Vee Pure Cane Light Brown Sugar,$2.99
Hy-Vee Petite Diced Tomatoes,5 / $5.00
Marlboro Gold King Box,$103.70
Little Debbie Mini Muffins Blueberry 5Ct Pouches,$3.19
Pop-Tarts Toaster Pastries Frosted Strawberry 12 Count,$4.99
Rao's Homemade Alfredo Sauce,$7.48
Hy-Vee Bleached All Purpose Flour,$2.99
Jimmy Dean Simple Scrambles Meat Lovers,$4.99
Nature Valley Oats 'n Honey Granola Crunch,$5.49
Old El Paso Mild Taco Seasoning Mix,$1.29
"Betty Crocker Suddenly! Pasta Salad, Classic",$2.99
Hidden Valley The Original Ranch Dressing,$4.19
Hostess Donettes Chocolate Frosted Mini Donuts,$2.88
"Blue Diamond Almonds Lightly Salted, Low Sodium",$10.99
Gardettos Original Recipe Snack Mix,$3.99
That's Smart Hotdog Buns 8Pk,$1.65
"Raisin Bran Breakfast Cereal, Original, Family Size",$5.88
Hy-Vee Potato Chip Ripple,$2.69
Nutella Hazelnut Spread,$4.99
Annie's Shells & Real Aged Cheddar Macaroni & Cheese,2 / $3.00
That's Smart! Light Brown Sugar,$2.22
Old Wisconsin Turkey Honey Brown Sugar Sausage Snack Sticks,$19.99
Sweet Baby Ray's Barbecue Sauce,$3.48
"Hy-Vee Beef Broth, Reduced Sodium, Gluten Free, No MSG",$1.88
Mission Street Tacos Flour Tortillas 12Ct,$1.48
"General Mills Cinnamon Chex Cereal, Gluten Free",$5.49
"Cheerios Cereal, Lightly Sweetened, Multi Grain, Family Size",$5.49
"Post Honey Bunches of Oats Cereal, Honey Roasted",$3.99
Hy-Vee Tomato Basil & Garlic Pasta Sauce,$1.99
Lay's Kettle Cooked Jalapeno Potato Chips,$3.99
Pepperidge Farm Farmhouse Hearty White Bread,$4.99
"Pillsbury Pie Crusts, 2 count",$3.99
Anderson Erickson Party Sour Cream Dip,2 / $3.00
"Nature's Own Bread, 100% Whole Wheat",$3.69
Hy-Vee Tiny Twists Pretzels,$2.79
Hy-Vee Select Cheese Tortellini,$7.99
Hy-Vee Flour Tortilla Great for Fajitas 10Ct,$1.49
"Kellogg's Frosted Mini-Wheats Cereal, Whole Grain, Original, Giant Size",$6.48
Hy-Vee White Sandwich Bread,$2.69
Quaker Cap'n Crunch Berries Large Size,$4.97
Nabisco Nilla Wafers,$4.99
Nature Valley Sweet & Salty Nut Dark Chocolate Peanut & Almond Chewy Granola Bars Family Pack 15-1.2 oz Bars,$9.99
Fritos Scoops Corn Chips,$3.29
Hy-Vee Crumbled Bacon Pieces,$7.99
Valley Pop Movie Theater flavor popcorn,$4.99
